Event ID,Event Name,Start Date/Time,End Date/Time,Event Agency,Event Type,Event Borough,Event Location,Event Street Side,Street Closure Type,Community Board,Police Precinct
337339,The South Bronx Farmers Market,09/20/2017 09:00:00 AM,09/20/2017 04:00:00 PM,Street Activity Permit Office,Farmers Market,Bronx, EAST  138 STREET between ALEXANDER AVENUE and WILLIS AVENUE,South,Partial Sidewalk Closure ,"1, ","40, "
337339,The South Bronx Farmers Market,09/23/2017 09:00:00 AM,09/23/2017 04:00:00 PM,Street Activity Permit Office,Farmers Market,Bronx, EAST  138 STREET between ALEXANDER AVENUE and WILLIS AVENUE,South,Partial Sidewalk Closure ,"1, ","40, "
337339,The South Bronx Farmers Market,09/27/2017 09:00:00 AM,09/27/2017 04:00:00 PM,Street Activity Permit Office,Farmers Market,Bronx, EAST  138 STREET between ALEXANDER AVENUE and WILLIS AVENUE,South,Partial Sidewalk Closure ,"1, ","40, "
337339,The South Bronx Farmers Market,09/30/2017 09:00:00 AM,09/30/2017 04:00:00 PM,Street Activity Permit Office,Farmers Market,Bronx, EAST  138 STREET between ALEXANDER AVENUE and WILLIS AVENUE,South,Partial Sidewalk Closure ,"1, ","40, "
337339,The South Bronx Farmers Market,10/04/2017 09:00:00 AM,10/04/2017 04:00:00 PM,Street Activity Permit Office,Farmers Market,Bronx, EAST  138 STREET between ALEXANDER AVENUE and WILLIS AVENUE,South,Partial Sidewalk Closure ,"1, ","40, "
337339,The South Bronx Farmers Market,10/07/2017 09:00:00 AM,10/07/2017 04:00:00 PM,Street Activity Permit Office,Farmers Market,Bronx, EAST  138 STREET between ALEXANDER AVENUE and WILLIS AVENUE,South,Partial Sidewalk Closure ,"1, ","40, "
337339,The South Bronx Farmers Market,10/11/2017 09:00:00 AM,10/11/2017 04:00:00 PM,Street Activity Permit Office,Farmers Market,Bronx, EAST  138 STREET between ALEXANDER AVENUE and WILLIS AVENUE,South,Partial Sidewalk Closure ,"1, ","40, "
337339,The South Bronx Farmers Market,10/14/2017 09:00:00 AM,10/14/2017 04:00:00 PM,Street Activity Permit Office,Farmers Market,Bronx, EAST  138 STREET between ALEXANDER AVENUE and WILLIS AVENUE,South,Partial Sidewalk Closure ,"1, ","40, "
337371,Farmers' Markets,09/15/2017 08:00:00 AM,09/15/2017 04:00:00 PM,Parks Department,Special Event,Manhattan,Bryant Park: Fountain Terrace ,,N/A,"5, ","14, "
337371,Farmers' Markets,09/20/2017 08:00:00 AM,09/20/2017 04:00:00 PM,Parks Department,Special Event,Manhattan,Bryant Park: Fountain Terrace ,,N/A,"5, ","14, "
337371,Farmers' Markets,09/22/2017 08:00:00 AM,09/22/2017 04:00:00 PM,Parks Department,Special Event,Manhattan,Bryant Park: Fountain Terrace ,,N/A,"5, ","14, "
